Name,Aliases,Nationality,Ethnicity,Date of Birth,Career start,Cup,Bra,Bust,Waist,Hip,Weight,Height
Tisha Sun,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Roxy Royce,Unknown,Unknown,Caucasian,"July 1, 1961",2017,HH,34HH,86,66 cm,86 cm,64 kg,175 cm
Latex Lucy,Lucy Summers,Unknown,Caucasian,"October 5, 1978",2009,GG,32GG,81,58 cm,88 cm,49 kg,162 cm
Violet Cox,Unknown,Unknown,Caucasian,Unknown,2019,Unknown,Unknown,86,66 cm,96 cm,Unknown,162 cm
Constance Devil,"Bianca Jordan, Jana Polnicka, Jana Pro, Jana Molto, Costance Devil, Katty Black, Sylvie Dreams",Unknown,Caucasian,"October 18, 1978",2004,F,38F,96,83 cm,101 cm,61 kg,162 cm
Kylie Ray,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Dillion Carter,Unknown,Unknown,Caucasian,"November 15, 1993",2013,DD,34DD,86,60 cm,91 cm,54 kg,167 cm
Felicia Clover,Unknown,Unknown,Caucasian,"September 30, 1991",2011,F,34F,86,78 cm,111 cm,72 kg,160 cm
Yui Nishikawa,Unknown,Unknown,Asian,"October 10, 1994",2014,C,34C,86,58 cm,83 cm,Unknown,162 cm
Emma Brown,"Margo, Heather., Emma J, Leda, Alice Moss, Jana Q, Emma Del Rey, Jana Q Leda, Ulia, Nora",Unknown,Caucasian,"May 11, 1996",2015,A,34A,86,60 cm,88 cm,53 kg,167 cm
Wikki K,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Alyson Mystery,Unknown,American,Latin,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexi Montana,Unknown,Unknown,Caucasian,Unknown,2024,Unknown,Unknown,Unknown,Unknown,Unknown,54 kg,157 cm
Lauren Lively,Barbie Beach,American,Caucasian,Unknown,2021,DD,36DD,91,73 cm,83 cm,56 kg,170 cm
Felicia Kiss,"Milka Gribok, Felicia Cuerpo",Unknown,Caucasian,"July 24, 1994",2015,C,36C,91,60 cm,91 cm,56 kg,167 cm
Maria Jade,Marie Jade,Unknown,Caucasian,"March 20, 1993",2015,C,34C,86,60 cm,96 cm,54 kg,154 cm
Yuffie Yulan,Unknown,Unknown,Caucasian,"June 7, 1990",2012,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,162 cm
Raven Swallowz,"OHGirl, SexyOHGirl",Unknown,Black,"September 26, 1969",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,64 kg,162 cm
Anaya Leon,"Aaliyah, Kaia Kane, Anaya Leone, Anaya Lee",Unknown,Caucasian,"June 2, 1988",2008,B,32B,81,60 cm,86 cm,49 kg,154 cm
Victoria Peach,Victoria May,British,Caucasian,"December 6, 1989",2019,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,160 cm
Mya Mays,Unknown,American,Black,"November 15, 1991",2015,C,34C,86,Unknown,Unknown,59 kg,165 cm
Jessica Drake,Unknown,American,Caucasian,"October 14, 1974",1999,C,34C,86,60 cm,86 cm,49 kg,167 cm
Nikki Fox,Nikky Fox,Unknown,Caucasian,"October 14, 1998",2018,B,30B,76,63 cm,81 cm,Unknown,160 cm
Anabelle Pync,Ellie May,Unknown,Caucasian,"March 25, 1989",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,56 kg,162 cm
Alika Penagos,Pris Angel,Colombian,Latin,2001,2021,D,15D,38,25 cm,35 cm,Unknown,162 cm
Kimberly X,Unknown,Unknown,Caucasian,"December 8, 1988",2014,Unknown,Unknown,91,Unknown,Unknown,53 kg,160 cm
Caley Hayes,"Cali Hayes, Cali Kinley, Jessica Brown",Unknown,Caucasian,"April 2, 1991",Unknown,B,36B,91,71 cm,96 cm,54 kg,157 cm
Rihanna Samuel,"Sandra BerÃ¡nkovÃ¡, Rihanna Jamvel, Rihanna Vamuel, Rihanna Jamuel, Rihanna Samuels",Unknown,Caucasian,"February 16, 1991",2009,A,32A,81,60 cm,86 cm,53 kg,162 cm
Laila Lust,Unknown,Unknown,Caucasian,"July 18, 1996",Unknown,J,36J,91,73 cm,99 cm,72 kg,167 cm
Jessica Malone,Jessica Gold,Russian,Caucasian,"January 21, 1988",Unknown,A,32A,81,63 cm,88 cm,Unknown,165 cm
Peneloppe Ferre,Unknown,Unknown,Caucasian,"October 8, 1992",2010,D,34D,86,58 cm,91 cm,54 kg,165 cm
Cotten Rees,"Cotton Reed, Cotton Reedd",American,Caucasian,1994,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,157 cm
Denise Milani,"Denisa Milani, Denisa KrajÃ­ÄkovÃ¡, Denise Trlica, Denisa Trlica",Unknown,Caucasian,"April 24, 1976",2005,F,34F,86,50 cm,86 cm,49 kg,157 cm
Anna Rose,"Denisa Deen, Ana Rose",Unknown,Caucasian,"May 22, 1992",2014,DD,32DD,81,66 cm,73 cm,46 kg,170 cm
Haizea Diamond,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Petra Blair,Unknown,Unknown,Caucasian,"March 8, 1993",2019,B,34B,86,71 cm,96 cm,51 kg,157 cm
Stepsis Suzie,"Suzie Sparklez, Suzie Sparkle, Insane Suzie",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Shay Sweet,"Kristy Lynn Castle, Kristy Castle",Unknown,Caucasian,"September 22, 1978",1997,C,34C,86,60 cm,86 cm,49 kg,157 cm
Catie Minx,CateVicious,Unknown,Caucasian,"June 6, 1989",2012,Unknown,Unknown,Unknown,Unknown,Unknown,44 kg,160 cm
Jarushka Ross,"Jaroslava, Jizella Ross",Unknown,Caucasian,"October 26, 1983",2014,D,36D,91,58 cm,99 cm,54 kg,165 cm
Scarlett Domingo,"Scarlett Bcn, Scarlett D, Scarlet Domingo, Scarlett Dee, Scarlet Rebel, Mia Scarlett",Unknown,Latin,"January 2, 1999",2018,Unknown,Unknown,Unknown,Unknown,Unknown,54 kg,157 cm
Vanilla Deville,"Janilla DeVille, Vanila Deville",Unknown,Caucasian,"December 12, 1970",1999,Unknown,Unknown,Unknown,Unknown,Unknown,50 kg,162 cm
Advoree,Unknown,Unknown,Black,"July 16, 1994",2021,DDD,36DDD,91,60 cm,86 cm,Unknown,162 cm
Taylor Ashley,Ashley Doll,Unknown,Caucasian,Unknown,2011,Unknown,Unknown,Unknown,Unknown,Unknown,45 kg,162 cm
Ella Milano,Ela Milano,Unknown,Latin,"December 28, 1989",2010,C,32C,81,60 cm,81 cm,49 kg,157 cm
Katie Lewis,Brooke Logan,Unknown,Caucasian,Unknown,2010,C,34C,86,68 cm,91 cm,56 kg,175 cm
Lil Voss,"Lilia Zhuravska, Red Bird, Kayly Redbird, Lil Vos",Ukrainian,Caucasian,"June 9, 1997",2017,DD,37DD,93,60 cm,93 cm,57 kg,162 cm
Cindy Crawford,Cynthia Lynett Crawford,Unknown,Caucasian,"December 6, 1980",2002,C,33C,83,63 cm,83 cm,43 kg,162 cm
Medusa Porn,Medusa XXX,Spanish,Latin,"July 29, 1993",2016,D,36D,91,66 cm,93 cm,56 kg,162 cm
Cristy Ren,Kristina Alexandrovna Gotfrid,Unknown,Caucasian,"March 2, 1997",2021,E,34E,86,83 cm,88 cm,59 kg,172 cm
Kitana Flores,Jazmyn,Unknown,Latin,"September 18, 1981",2010,D,34D,86,66 cm,91 cm,56 kg,167 cm
Layla Rose,Amelie TSC,Unknown,Latin,"January 1, 1992",2010,D,34D,86,66 cm,86 cm,48 kg,149 cm
Lena Nicole,"Erika, Ashlyn Page, Ashlynn Jameson, Paris, Lena Shelby, Nicole Aston, Lena Sunshine, Ashlynn Rage, Leana",Unknown,Caucasian,"October 1, 1986",2005,A,34A,86,60 cm,91 cm,51 kg,162 cm
Alice Fantasy,Alice Fernandez,Venezuelan,Latin,"January 1, 1996",2020,D,40D,101,60 cm,81 cm,54 kg,160 cm
Samantha Flair,Unknown,Unknown,Caucasian,"December 2, 1998",2021,Unknown,Unknown,Unknown,Unknown,Unknown,125 kg,Unknown
Zeynep Rossa,Zeynep Rosa,Unknown,Caucasian,"May 15, 2001",2021,E,39E,99,71 cm,99 cm,69 kg,167 cm
Kennedy Kressler,Kennedy Kessler,Unknown,Caucasian,"April 3, 1985",2010,AA,32AA,81,63 cm,81 cm,43 kg,160 cm
Carly Parker,"Carley Parker, Carli Parker",Unknown,Caucasian,"May 31, 1985",2004,E,34E,86,63 cm,91 cm,56 kg,167 cm
Polly Doll,Unknown,Russian,Caucasian,"May 19, 2005",2023,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Gauge,"Gauge White, Sally Gauge, Paige Gauge",Unknown,Caucasian,"July 24, 1980",1999,C,34C,86,60 cm,86 cm,41 kg,149 cm
Rachel Love,"Rachael Love, Rachal Love",Unknown,Caucasian,"November 22, 1973",1993,Unknown,Unknown,Unknown,Unknown,Unknown,51 kg,157 cm
Lily Chey,"Lily C, Kristina Aivazova, Lili, Lilii, Anastasia P, Anastasia Sia, Anastasia Panteleeva, NastyQ, Anastasia, Natalia E, Anat, Dominika, Raisa, Guerlain, Violetta",Unknown,Caucasian,"November 5, 1989",2010,B,34B,86,60 cm,88 cm,49 kg,162 cm
Veronica Rayne,"Veronica Raine, Bunny Halifax, Mia East, Veronica Riene, Veronica Rain",Unknown,Caucasian,"November 29, 1976",2003,DD,34DD,86,60 cm,78 cm,54 kg,154 cm
Irina Bruni,"Meggy, Ashley G, Dana C, Ashley B, Zaya, Irina O",Unknown,Caucasian,"April 16, 1987",2009,C,32C,81,58 cm,88 cm,54 kg,167 cm
Rei Mizuna,"Mari, Shizuka Satonaka, Rei Makinami",Unknown,Asian,"May 20, 1987",Unknown,C,32C,81,55 cm,86 cm,44 kg,152 cm
Dakota Skye,"Kota Sky, Dakota Doll",American,Caucasian,"April 17, 1994",2013,B,32B,81,63 cm,91 cm,44 kg,154 cm
Nyomi Banxxx,"Nyaomi Banxxx, Naomi Banxxx, Naomi Banks, Naomi Bankxx, Naomi Knoxxx",American,Black,"October 14, 1972",2006,D,36D,91,63 cm,96 cm,61 kg,170 cm
Regina Rich,"Jeanne Mathieu, Regina Mua",Unknown,Caucasian,Unknown,2021,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mary Jean,Maryjean,Unknown,Latin,"August 19, 1989",Unknown,DD,32DD,81,60 cm,91 cm,53 kg,162 cm
Ren Nuisance,Unknown,American,Mixed,1997,2025,A,34A,86,Unknown,Unknown,49 kg,162 cm
Diana Zol,"Adina @ Showy Beauty, Diana Z",Unknown,Caucasian,"January 1, 2006",2025,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,170 cm
Leanna Sweet,"Leanna Love, Yasmine, Leanne Sweet",Hungarian,Caucasian,"July 18, 1987",2005,B,34B,86,58 cm,91 cm,49 kg,172 cm
Sara Rich,"Veronica Rich, Lottie Mileva, Mia Parker, Mileva, Liloo Von",Unknown,Caucasian,"May 12, 2001",2021,B,32B,81,68 cm,81 cm,Unknown,162 cm
Jessica Jaymes,Jessica James,Unknown,Caucasian,"March 8, 1979",2002,D,32D,81,55 cm,83 cm,53 kg,167 cm
Celine Noiret,"Olivia Plum, Olivia Weston, Olivia Fezy",Unknown,Caucasian,"March 11, 1982",2004,C,36C,91,66 cm,86 cm,56 kg,172 cm
Mila Milan,"Paola Ula, MilaMilanXXX",Austrian,Caucasian,"October 21, 1987",2009,E,40E,101,63 cm,91 cm,49 kg,165 cm
Akira May,Unknown,Unknown,Caucasian,Unknown,2018,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sandra Sweet,"Sandra Meyer, Debi ., Sandra S",Unknown,Caucasian,"May 8, 1993",2022,DD,40DD,101,71 cm,96 cm,Unknown,167 cm
Danielle Reid,Dani Reid,Unknown,Black,"May 10, 1989",2011,Unknown,Unknown,Unknown,Unknown,Unknown,53 kg,154 cm
Ashley Pink,Ocean Pearl,Unknown,Black,"November 13, 1994",2015,A,32A,81,58 cm,86 cm,48 kg,154 cm
Busty Ema,Unknown,Unknown,Caucasian,"November 9, 1991",2021,L,34L,86,71 cm,91 cm,62 kg,162 cm
Vallerie White,"Valerie White, Valerie Sparks",Unknown,Caucasian,"January 1, 1991",2012,Unknown,Unknown,Unknown,Unknown,Unknown,48 kg,149 cm
Kaiia Eve,Unknown,Unknown,Caucasian,"December 31, 1996",Unknown,D,36D,91,71 cm,81 cm,61 kg,149 cm
Emily Crush,Unknown,Unknown,Caucasian,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sammm Next Door,SammmNextDoor,American,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,43 kg,152 cm
Bethany Benz,Caviar,Unknown,Mixed,"January 12, 1986",2010,DD,34DD,86,60 cm,91 cm,61 kg,177 cm
Kira Thorn,"Kira Torn, Kita Thorn, Kira Thorne, Zoya Glotka",Unknown,Caucasian,Unknown,2016,AA,34AA,86,58 cm,86 cm,46 kg,157 cm
Sadie Blake,Elena Gilbert,Unknown,Caucasian,"July 30, 1996",Unknown,A,34A,86,66 cm,86 cm,Unknown,162 cm
Jessica Moy,Unknown,Unknown,Latin,"October 8, 1977",2017,D,40D,101,60 cm,86 cm,Unknown,162 cm
Lisa Amane,Unknown,Italian,Caucasian,"December 1, 1989",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Alyssa Cole,Unknown,Unknown,Caucasian,"January 2, 1998",2016,C,32C,81,63 cm,96 cm,54 kg,167 cm
Adriana Sephora,"Kelly Collins, Adrianna Sephora",Brazilian,Latin,"November 23, 1990",2011,DD,32DD,81,71 cm,96 cm,61 kg,167 cm
Paris Lincoln,Unknown,Unknown,Caucasian,"June 14, 1994",2013,C,36C,91,63 cm,86 cm,59 kg,162 cm
Angel Black,"Alberta Blance, Lana Sweet",Unknown,Caucasian,"April 15, 1992",2015,Unknown,Unknown,88,66 cm,93 cm,53 kg,162 cm
Monika Wild,Monica Wild,Unknown,Caucasian,"July 5, 1995",2017,A,34A,86,58 cm,88 cm,Unknown,162 cm
Briella Bounce,Mariah Kiss,Unknown,Caucasian,"March 1, 1990",2011,A,34A,86,71 cm,106 cm,64 kg,167 cm
Erica Candfield,"Blondeee (OF), Erica (FTVgirls)",American,Caucasian,Unknown,2025,A,32A,81,60 cm,86 cm,43 kg,157 cm
Alin Luxe,Unknown,Ukrainian,Caucasian,2000,2022,B,32B,81,63 cm,86 cm,45 kg,144 cm
Lotus Lain,Unknown,Unknown,Black,"August 1, 1989",Unknown,B,34B,86,66 cm,96 cm,59 kg,167 cm
Andy Adams,Unknown,Unknown,Caucasian,Unknown,Unknown,GG,36GG,91,78 cm,104 cm,70 kg,149 cm
Haley Sweet,"Haley Sunshine, Haley Sweets, Hailey Sweet",Unknown,Caucasian,"February 21, 1990",2008,B,32B,81,55 cm,81 cm,49 kg,154 cm
Kelsey Kage,Unknown,Unknown,Caucasian,"February 9, 1998",2018,B,32B,81,60 cm,86 cm,48 kg,154 cm
Daria Zemskaya,"Cherry Vine, Sherry Vine",Unknown,Caucasian,"April 25, 1994",2018,C,38C,96,60 cm,96 cm,Unknown,162 cm
Veronica Zemanova,"Veronica Seman, Veronika SchnetzlerovÃ¡, Eva Zemanova, Veronika Zemanova",Czech,Caucasian,"April 14, 1975",2001,D,35D,88,60 cm,91 cm,49 kg,165 cm
Jessyka Swan,Jessica Swan,Unknown,Caucasian,"December 8, 1991",Unknown,B,28B,71,58 cm,86 cm,40 kg,154 cm
Simone Lopez,Nikki Chase,Unknown,Caucasian,"October 22, 1989",2010,B,34B,86,60 cm,86 cm,51 kg,162 cm
Gina Lynn,Gyna Lynn,Unknown,Latin,"February 15, 1974",1999,D,34D,86,60 cm,86 cm,48 kg,154 cm
Jill Kelly,"Seth Damien, Jill Kelley, Calista Jay, Jill Kennedy, Adrienne Moore, Seth Damian, Calista Jammer, Jill Roberts",American,Caucasian,"February 1, 1971",1993,DD,37DD,93,60 cm,88 cm,51 kg,167 cm
Tiffany Cane,Tiffany Case,Unknown,Caucasian,"April 12, 1989",2014,DD,34DD,86,68 cm,91 cm,61 kg,177 cm
Tanita,Unknown,Unknown,Caucasian,Unknown,2016,C,34C,86,60 cm,86 cm,49 kg,154 cm
Mia Sanders,Unknown,Unknown,Caucasian,"January 28, 1992",2020,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Salee Lee,Unknown,American,Asian,Unknown,2020,B,32B,81,63 cm,91 cm,49 kg,154 cm
Thayana Babyy,Unknown,Unknown,Latin,December 2001,2022,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,167 cm
Zoey Paige,Unknown,Unknown,Caucasian,"August 25, 1993",2012,Unknown,Unknown,Unknown,Unknown,Unknown,61 kg,182 cm
Petra Karoshova,Unknown,Slovakian,Caucasian,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lola Rose,Unknown,Unknown,Caucasian,Unknown,2022,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,167 cm
Deborah Bum,Unknown,Unknown,Caucasian,1984,2024,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Allie Sin,"Naughty Nati, Alie Sin",Unknown,Caucasian,"December 26, 1985",2004,C,32C,81,60 cm,81 cm,48 kg,157 cm
Cindy Carson,"Cindy Alone, Cindy Bubble, Cindy Loarn",Hungarian,Caucasian,"September 30, 1995",2014,A,34A,86,58 cm,88 cm,53 kg,170 cm
Blake Wilde,Unknown,Australian,Caucasian,"January 1, 1990",2018,D,34D,86,63 cm,88 cm,58 kg,167 cm
Viola Cami,"OnlyViola ., Viola Caimi",Unknown,Unknown,"January 1, 1999",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Serena Avary,Serena Avery,American,Caucasian,"May 28, 1997",2018,D,32D,81,71 cm,81 cm,59 kg,167 cm
Mia Li,"Mai Li, Pauline Popsicle, Mia Little",Unknown,Asian,"May 28, 1990",2013,D,34D,86,63 cm,88 cm,56 kg,154 cm
Laura Lion,"Black Queen, Yvette Boutillon, Lenka PrÃ¡Å¡ilovÃ¡, Laura Linn, Lenka Pr., Lenka Moskwitsch, Lenka Prasilova, Lenka Lyons, Laura Hon, Laura Lyon",Unknown,Caucasian,"March 24, 1983",2001,D,36D,91,63 cm,91 cm,54 kg,167 cm
Ella Cruz,Unknown,Unknown,Latin,"September 22, 1999",2019,B,32B,81,66 cm,86 cm,44 kg,149 cm
Gem Jewels,Unknown,Unknown,Mixed,"November 20, 1998",2022,D,36D,91,66 cm,101 cm,Unknown,177 cm
Alexia Gold,Miss Gold,Unknown,Caucasian,"November 14, 1993",2014,C,34C,86,63 cm,91 cm,49 kg,149 cm
Amy Green,"Amy G., Ammy Green",Unknown,Caucasian,"July 1, 1988",Unknown,D,32D,81,63 cm,81 cm,51 kg,162 cm
Agness Miller,Agness Agneska,Unknown,Caucasian,Unknown,2013,A,34A,86,63 cm,88 cm,Unknown,167 cm
Traci Lords,"Tracie Lords, Traci Elizabeth Lords, Nora Kuzma, Tracy Lords, Kristie Elizabeth Nussman",Unknown,Caucasian,"May 7, 1968",1984,D,34D,86,58 cm,86 cm,51 kg,167 cm
Rose Red,Rose Red Tyrell,Unknown,Caucasian,"May 12, 1992",2013,B,34B,86,63 cm,93 cm,59 kg,165 cm
Bianca Dantas,Unknown,Brazilian,Latin,"December 1, 2004",2023,Unknown,Unknown,Unknown,Unknown,Unknown,39 kg,154 cm
Martina Mink,Unknown,Unknown,Caucasian,"January 1, 1994",2018,D,34D,86,60 cm,99 cm,57 kg,172 cm
Holly Belle,"Lolly A, Candy Waist, Holly Anderson, Holly Pearce",Unknown,Caucasian,"September 23, 1992",2012,C,34C,86,71 cm,91 cm,54 kg,160 cm
Kacey Quinn,Unknown,Unknown,Caucasian,"June 21, 1995",2015,C,34C,86,68 cm,101 cm,Unknown,167 cm
Kitana A Demida,"Zeta D, Kitana A",Unknown,Caucasian,"May 5, 1991",2011,A,29A,73,60 cm,71 cm,48 kg,162 cm
Brooke Jameson,Carmen Jay,British,Caucasian,"August 16, 1984",Unknown,F,32F,81,66 cm,86 cm,57 kg,170 cm
Uma Zex,"Uma Thompson, Uma Sex, Uma Watson",Unknown,Caucasian,"March 3, 1983",2012,B,33B,83,63 cm,88 cm,Unknown,167 cm
Farrah Dahl,Farrah Foxxx,American,Caucasian,"December 1, 1980",2013,DD,34DD,86,58 cm,86 cm,49 kg,162 cm
Alessandra Miller,Unknown,Unknown,Latin,"August 29, 1980",2017,DDD,36DDD,91,66 cm,91 cm,56 kg,162 cm
Ela Darling,Adela Anaconda,Unknown,Caucasian,"August 12, 1986",2009,Unknown,Unknown,Unknown,Unknown,Unknown,56 kg,170 cm
Nikki Knightly,"Nikki Bloh, Lexy Rose",Unknown,Caucasian,"October 4, 1992",2013,C,32C,81,60 cm,86 cm,51 kg,162 cm
Missy Monroe,"Missy Malone, Misty Monroe, Missy Lovely, Missy Monique, Missy Marie, Melissa Marie Brassell",Unknown,Caucasian,"August 22, 1984",2003,D,34D,86,66 cm,81 cm,61 kg,162 cm
Katie Summers,Kati Summers,Unknown,Caucasian,"July 9, 1989",2009,D,34D,86,71 cm,96 cm,56 kg,162 cm
Eli Tetona,Eli Molina,Unknown,Caucasian,"January 31, 1991",2010,DD,38DD,96,63 cm,91 cm,56 kg,170 cm
Aimee Addison,"Julie Michel, Brenna Landis, FTV Lara, Justine Adams",Unknown,Caucasian,"March 5, 1985",2009,Unknown,Unknown,Unknown,Unknown,Unknown,49 kg,172 cm
Hot Wife Rio,Rio Blaze,Unknown,Latin,"November 7, 1977",2002,D,34D,86,63 cm,91 cm,49 kg,167 cm
Tahlia Paris,Tahlia Paris Polan,American,Caucasian,"October 12, 1996",2015,DD,34DD,86,63 cm,91 cm,51 kg,162 cm
Fiery Lioness,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calita Fire,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Delilah Strong,"Delilah Damonne, Deliah Stroney, Dalilah Strong, Delilah Damone",Unknown,Caucasian,"July 26, 1982",2004,D,36D,91,66 cm,91 cm,59 kg,172 cm
Isabella Rossa,"Isabella Rose, Isabella",Unknown,Caucasian,"September 20, 1966",2003,Unknown,Unknown,Unknown,Unknown,Unknown,58 kg,167 cm
Valory Irene,"Valory Palinska, Valory Fleur, Vallory, Valory Simpson",Ukrainian,Caucasian,"September 13, 1988",2010,FF,34FF,86,68 cm,96 cm,57 kg,162 cm
Emy Reyes,Emy Diaz,Unknown,Latin,"June 7, 1987",2008,C,32C,81,60 cm,91 cm,51 kg,149 cm
Pashence Marie,Luna Lynn,American,Caucasian,June 1986,2013,F,15F,38,38 cm,38 cm,54 kg,160 cm
Alexis Love,"Milena, Briana",Unknown,Latin,"April 7, 1987",2006,B,32B,81,63 cm,81 cm,48 kg,157 cm
Kat Worley,Unknown,American,Caucasian,1989,2024,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,177 cm
Kourtney Chase,Unknown,Unknown,Caucasian,Unknown,Unknown,C,32C,81,76 cm,91 cm,56 kg,160 cm
Divina Maruuu,"Mariana Daniela Rifai, DivinaMaruuu, Divina Maru",Argentinean,Latin,"December 18, 1992",2020,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,152 cm
Pocket Tease,Pocket Sins,Unknown,Latin,"August 4, 1993",2017,D,32D,81,60 cm,81 cm,43 kg,149 cm
Nika Noire,"Nika James, Nika Blue, Anamaria Mirdita Cyrus, Nikki Noir, Nika Noir",Unknown,Caucasian,"December 8, 1984",2007,D,34D,86,66 cm,91 cm,59 kg,177 cm
Milkavi,Milka Vi,Unknown,Caucasian,Unknown,2021,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,160 cm
Annie Body,"Anastasia X, Anastasia X. Annie T. Body, Anne",Unknown,Caucasian,"October 14, 1968",2000,DD,32DD,81,50 cm,76 cm,44 kg,154 cm
Princess Lili,Unknown,Russian,Caucasian,"January 1, 1993",2023,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Sophi Summers,Unknown,American,Caucasian,"June 12, 1990",2023,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Vitalievna,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Alektra Lux,Unknown,American,Caucasian,"January 1, 1988",2022,C,32C,81,60 cm,76 cm,58 kg,162 cm
Nikita Von James,"Nikita James, Nikkita James",Russian,Caucasian,"April 11, 1977",2009,D,34D,86,63 cm,91 cm,49 kg,160 cm
Lauren Phoenix,"Mistress Lauren Phoenix, Loren Phoenix, Lauren Phoniex",Unknown,Caucasian,"May 13, 1979",2003,B,36B,91,63 cm,91 cm,59 kg,177 cm
Kelly Wells,Kelly Fuck'N Wells,Unknown,Caucasian,"May 10, 1984",2004,Unknown,Unknown,Unknown,Unknown,Unknown,57 kg,165 cm
Sheri Vi,"Karina, Victoria Sheremetyeva, Sherry Vi, Joanna, Divina",Unknown,Caucasian,"February 14, 1996",2014,A,32A,81,66 cm,71 cm,54 kg,160 cm
Shannon Kelly,"Shannon Barber, Shannon Liza Kelly, Shannen Kelly",Unknown,Caucasian,"November 30, 1980",2003,DD,32DD,81,48 cm,73 cm,41 kg,147 cm
Lucky Bee,Unknown,Unknown,Caucasian,Unknown,2021,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,175 cm
Angel Vain,Unknown,Unknown,Caucasian,"January 26, 1986",2009,Unknown,Unknown,Unknown,Unknown,Unknown,54 kg,154 cm
Angelica Coralvine,Unknown,"American, Russian",Caucasian,"August 25, 1993",2023,B,34B,86,60 cm,88 cm,52 kg,167 cm
Zoey Uso,Unknown,Unknown,Caucasian,"August 21, 2001",2024,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,414 cm
Ema Kisaki,"Ruka Kitagawa, Haruki Katou",Unknown,Asian,"August 30, 1989",2009,G,38G,96,55 cm,86 cm,Unknown,386 cm
Robbin Rose,Robin Rose,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Monica Sierra,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,51 kg,162 cm
Gina Varney,Unknown,Unknown,Caucasian,"April 19, 1998",2020,C,32C,81,68 cm,96 cm,70 kg,172 cm
Vanessa Bruni,Unknown,Italian,Caucasian,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,54 kg,167 cm
Anneth Dmitrieva,Anneth,Moldovan,Caucasian,"January 13, 2002",2023,Unknown,Unknown,Unknown,Unknown,Unknown,56 kg,167 cm
Amanda Borges,Amanda Burgos,Unknown,Latin,"November 19, 1996",2017,B,34B,86,63 cm,91 cm,49 kg,167 cm
Amber Sym,Tara Marie,Unknown,Caucasian,"November 4, 1989",2012,C,34C,86,60 cm,86 cm,48 kg,165 cm
Adel Morel,"Tiva Cox, Amber B, Olyvia",Unknown,Caucasian,"November 30, 1995",2015,B,34B,86,60 cm,88 cm,53 kg,167 cm
Milana Fox,Hannah,Unknown,Caucasian,"May 30, 1994",2013,A,33A,83,60 cm,86 cm,49 kg,157 cm
